Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:3LHVU0OJqrB6JZyrPHzcjQ,"Suddenly You're in Love","Suddenly You're in Love","Sarcastic Sounds",2018-05-30,93204,32,false,,1970-01-01T00:00:00Z,"lo-fi","Sarcastic Sounds",0.686,0.475,7,-10.975,0,0.128,0.0759,0.00258,0.383,0.596,170.074,4
spotify:track:23cPHbITil8XubwJRE5i1D,"Cherish","Cherish","Slipfunc",2019-02-11,129341,37,false,,1970-01-01T00:00:00Z,"lo-fi","Slipfunc Music",0.653,0.217,11,-14.702,0,0.0934,0.856,0.664,0.113,0.3,74.981,4
spotify:track:1Lgjn9nStaj4GjEZzgtI1q,"Look Away","My Head is a Moshpit","Verzache",2021-03-05,212331,29,true,,1970-01-01T00:00:00Z,"","Verzache Music, Inc.",0.728,0.777,7,-5.093,1,0.0306,0.0937,0.00749,0.291,0.625,144.997,4
spotify:track:1VXjp69G2hZowzVzWZTzvu,"The Bay","The Bay","Yot Club",2020-01-31,167449,41,false,,1970-01-01T00:00:00Z,"bedroom pop","Yot Club under exclusive license to Amuseio AB",0.555,0.832,1,-6.881,1,0.0502,0.653,0.71,0.347,0.763,165.127,4
spotify:track:72j1jY006wieT3AdwLdLFl,"ON TOP","ON TOP","The Girl Next Door;WMD",2018-02-04,131684,55,false,,1970-01-01T00:00:00Z,"","The Girl Next Door",0.636,0.455,11,-9.152,1,0.0533,0.0918,0.966,0.101,0.274,147.658,4
spotify:track:3026RF6l05D5PhM5VpWFLi,"Smile","Smile","Nohidea;Ben Beal;sophie meiers",2016-11-11,144040,48,false,,1970-01-01T00:00:00Z,"lo-fi,lo-fi hip hop,lo-fi beats,jazz rap,bedroom pop","Too Lost LLC",0.531,0.487,2,-10.321,0,0.22,0.911,0.00201,0.222,0.749,75.487,4
spotify:track:3TmZJJV5m5aBBXl0g5KfDL,"Wake Up","I Can't Tell You How Much It Hurts","moow;Lotte Kestner",2017-01-27,82800,47,false,,1970-01-01T00:00:00Z,"lo-fi,lo-fi hip hop,lo-fi beats","VinDig",0.822,0.107,1,-13.824,1,0.0862,0.882,0.861,0.084,0.622,77.467,4
spotify:track:49hAxr6Auork35DQZQf8mj,"Conscious","Conscious","Verzache",2017-05-01,188250,21,false,,1970-01-01T00:00:00Z,"","Zach's cool label",0.681,0.619,9,-13.209,1,0.53,0.49,0.824,0.155,0.0344,80.167,4
spotify:track:3kKT40bP4osElnRVc2Z3RT,"Wish You Still Felt This Way","Candle Glow","sophie meiers",2018-08-19,146552,30,false,,1970-01-01T00:00:00Z,"bedroom pop","Epitaph",0.775,0.307,7,-14.322,1,0.0416,0.099,0.778,0.0984,0.45,147.651,4
spotify:track:3IwadYiQKN7O51JgIH9PBC,"no way !","aquarium","Yot Club",2019-01-13,166458,59,false,,1970-01-01T00:00:00Z,"bedroom pop","Yot Club under exclusive license to Amuseio AB",0.651,0.696,7,-7.889,1,0.0314,0.0949,0.903,0.387,0.62,130.27,4
spotify:track:3hjZSETSrdCBlVyrGfFTAQ,"Grape Soda","Grape Soda","Up The RIvals",2024-04-12,103680,38,false,,1970-01-01T00:00:00Z,"","Elevate Music",0.756,0.323,1,-13.303,0,0.0344,0.224,0.901,0.0508,0.12,134.04,4
spotify:track:4RGWHfQeJftd5XrP8JUgFj,"Metamodernity","Metamodernity","Vansire",2019-06-11,162663,65,false,,1970-01-01T00:00:00Z,"bedroom pop","Vansire",0.823,0.544,5,-10.077,1,0.0358,0.389,0.165,0.108,0.826,121.968,4
